PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALESCOMIC,2003,OCTOBER,1,Avengers/JLA,2,5.95,DC,162309
COMIC,2003,OCTOBER,2,Amazing Spider-Man,500,3.5,Marvel,148939
COMIC,2003,OCTOBER,3,Marvel 1602,3,3.5,Marvel,129466
COMIC,2003,OCTOBER,4,Ultimate Six,2,2.25,Marvel,119918
COMIC,2003,OCTOBER,5,Ultimate Six,3,2.25,Marvel,109745
COMIC,2003,OCTOBER,6,Ultimate X-Men,38,2.25,Marvel,108120
COMIC,2003,OCTOBER,7,Batman,620,2.25,DC,107646
COMIC,2003,OCTOBER,8,New X-Men,147,2.25,Marvel,105655
COMIC,2003,OCTOBER,9,Superman/Batman,3,2.95,DC,103577
COMIC,2003,OCTOBER,10,New X-Men,148,2.25,Marvel,103017
COMIC,2003,OCTOBER,11,Ultimate Spider-Man,47,2.25,Marvel,99670
COMIC,2003,OCTOBER,12,Ultimate Spider-Man,48,2.25,Marvel,98755
COMIC,2003,OCTOBER,13,Uncanny X-Men,432,2.25,Marvel,92479
COMIC,2003,OCTOBER,14,Wolverine,6,2.25,Marvel,82080
COMIC,2003,OCTOBER,15,Supreme Power,3,2.99,Marvel,77128
COMIC,2003,OCTOBER,16,Spectacular Spider-Man,5,2.25,Marvel,71671
COMIC,2003,OCTOBER,17,Batman,619,2.25,DC,71391
COMIC,2003,OCTOBER,18,Hulk Gray,1,3.5,Marvel,69873
COMIC,2003,OCTOBER,19,Teen Titans,4,2.5,DC,69087
COMIC,2003,OCTOBER,20,X-Treme X-Men,32,2.99,Marvel,63468
COMIC,2003,OCTOBER,21,Hulk Gray,2,3.5,Marvel,63361
COMIC,2003,OCTOBER,22,Thanos,1,2.99,Marvel,63113
COMIC,2003,OCTOBER,23,Transformers Generation One Vol. 2,6,2.95,Dreamwave,62951
COMIC,2003,OCTOBER,24,X-Treme X-Men,33,2.99,Marvel,62736
COMIC,2003,OCTOBER,25,Transformers War Within Vol. 2,1,2.95,Dreamwave,62553
COMIC,2003,OCTOBER,26,JLA,88,2.25,DC,59453
COMIC,2003,OCTOBER,27,Transformers/G.I. Joe,2,2.95,Dreamwave,59141
COMIC,2003,OCTOBER,28,JLA,89,2.25,DC,59012
COMIC,2003,OCTOBER,29,Avengers,70,2.25,Marvel,58882
COMIC,2003,OCTOBER,30,Daredevil,53,2.99,Marvel,58624
COMIC,2003,OCTOBER,31,Avengers,72,2.25,Marvel,58441
COMIC,2003,OCTOBER,32,Avengers,71,2.25,Marvel,57354
COMIC,2003,OCTOBER,33,G.I. Joe/Transformers,4,2.95,Image,55998
COMIC,2003,OCTOBER,34,Incredible Hulk,62,2.25,Marvel,55535
COMIC,2003,OCTOBER,35,Nyx,1,2.99,Marvel,54760
