PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2012,DECEMBER,1,Amazing Spider-Man,700,7.99,Marvel,200966
COMIC,2012,DECEMBER,2,Avengers,1,3.99,Marvel,186989
COMIC,2012,DECEMBER,3,Batman,15,3.99,DC,151568
COMIC,2012,DECEMBER,4,Justice League,15,3.99,DC,115074
COMIC,2012,DECEMBER,5,Detective Comics,15,3.99,DC,106395
COMIC,2012,DECEMBER,6,Avengers,2,3.99,Marvel,93894
COMIC,2012,DECEMBER,7,Cable And X-Force,1,3.99,Marvel,90334
COMIC,2012,DECEMBER,8,Batman And Robin,15,2.99,DC,89878
COMIC,2012,DECEMBER,9,All New X-Men,3,3.99,Marvel,83798
COMIC,2012,DECEMBER,10,Thunderbolts,1,2.99,Marvel,83396
COMIC,2012,DECEMBER,11,All New X-Men,4,3.99,Marvel,80665
COMIC,2012,DECEMBER,12,Aquaman,15,2.99,DC,75947
COMIC,2012,DECEMBER,13,Batgirl,15,2.99,DC,75341
COMIC,2012,DECEMBER,14,Amazing Spider-Man,699,3.99,Marvel,74904
COMIC,2012,DECEMBER,15,Nightwing,15,2.99,DC,74407
COMIC,2012,DECEMBER,16,Green Lantern,15,2.99,DC,74363
COMIC,2012,DECEMBER,17,Teen Titans,15,2.99,DC,68707
COMIC,2012,DECEMBER,18,Amazing Spider-Man,699.1,2.99,Marvel,66245
COMIC,2012,DECEMBER,19,Avengers Arena,1,2.99,Marvel,64626
COMIC,2012,DECEMBER,20,Captain America,2,3.99,Marvel,64377
COMIC,2012,DECEMBER,21,Red Hood And The Outlaws,15,2.99,DC,64103
COMIC,2012,DECEMBER,22,Indestructible Hulk,2,3.99,Marvel,63653
COMIC,2012,DECEMBER,23,Action Comics,15,3.99,DC,61298
COMIC,2012,DECEMBER,24,Batman The Dark Knight,15,2.99,DC,60569
COMIC,2012,DECEMBER,25,Deadpool,3,2.99,Marvel,60215
COMIC,2012,DECEMBER,26,Iron Man,3,3.99,Marvel,59041
COMIC,2012,DECEMBER,27,Fantastic Four,2,2.99,Marvel,58421
COMIC,2012,DECEMBER,28,Walking Dead,105,2.99,Image,57781
COMIC,2012,DECEMBER,29,Cable And X-Force,2,3.99,Marvel,57719
COMIC,2012,DECEMBER,30,Suicide Squad,15,2.99,DC,57132
COMIC,2012,DECEMBER,31,Iron Man,4,3.99,Marvel,56708
COMIC,2012,DECEMBER,32,A Plus X,3,3.99,Marvel,56700
COMIC,2012,DECEMBER,33,Thor God of Thunder,3,3.99,Marvel,55547
COMIC,2012,DECEMBER,34,Earth 2,7,2.99,DC,54409
COMIC,2012,DECEMBER,35,Before Watchmen Rorschach,3,3.99,DC,53396
COMIC,2012,DECEMBER,36,Batman Incorporated,6,2.99,DC,52636
COMIC,2012,DECEMBER,37,Superman,15,2.99,DC,51225
COMIC,2012,DECEMBER,38,Thunderbolts,2,2.99,Marvel,50897
COMIC,2012,DECEMBER,39,Before Watchmen Comedian,4,3.99,DC,50073
COMIC,2012,DECEMBER,40,Before Watchmen Dr Manhattan,3,3.99,DC,48909
COMIC,2012,DECEMBER,41,Green Lantern Corps,15,2.99,DC,47841
COMIC,2012,DECEMBER,42,Uncanny X-Force,35,3.99,Marvel,47736
COMIC,2012,DECEMBER,43,Before Watchmen Minutemen,5,3.99,DC,47627
COMIC,2012,DECEMBER,44,Before Watchmen Nite Owl,4,3.99,DC,46928
COMIC,2012,DECEMBER,45,FF,2,2.99,Marvel,46096
COMIC,2012,DECEMBER,46,Flash,15,2.99,DC,45925
COMIC,2012,DECEMBER,47,Wolverine And X-Men,22,3.99,Marvel,45658
COMIC,2012,DECEMBER,48,X-Men Legacy,3,2.99,Marvel,45407
COMIC,2012,DECEMBER,49,Green Lantern New Guardians,15,2.99,DC,45136
COMIC,2012,DECEMBER,50,Avengers Arena,2,2.99,Marvel,43014
COMIC,2012,DECEMBER,51,Saga,8,2.99,Image,42324
COMIC,2012,DECEMBER,52,Wonder Woman,15,2.99,DC,41641
COMIC,2012,DECEMBER,53,Avenging Spider-Man,15.1,2.99,Marvel,41504
COMIC,2012,DECEMBER,54,My Little Pony Friendship Is Magic,2,3.99,IDW,39841
COMIC,2012,DECEMBER,55,Red Lanterns,15,2.99,DC,39071
COMIC,2012,DECEMBER,56,Before Watchmen Moloch,2*,3.99,DC,37371
COMIC,2012,DECEMBER,57,Ultimate Comics Spider-Man,18,3.99,Marvel,36944
COMIC,2012,DECEMBER,58,Daredevil,21,2.99,Marvel,35848
COMIC,2012,DECEMBER,59,Catwoman,15,2.99,DC,35020
COMIC,2012,DECEMBER,60,Batwoman,15,2.99,DC,34964
COMIC,2012,DECEMBER,61,Hawkeye,5,2.99,Marvel,34385
COMIC,2012,DECEMBER,62,Wolverine,317,3.99,Marvel,34367
COMIC,2012,DECEMBER,63,Avengers Assemble,10,3.99,Marvel,34035
COMIC,2012,DECEMBER,64,Swamp Thing,15,2.99,DC,33916
COMIC,2012,DECEMBER,65,Hawkeye,6,2.99,Marvel,33440
COMIC,2012,DECEMBER,66,Animal Man,15,2.99,DC,32013
COMIC,2012,DECEMBER,67,Worlds Finest,7,2.99,DC,32010
COMIC,2012,DECEMBER,68,Talon,3*,2.99,DC,31531
COMIC,2012,DECEMBER,69,Deathmatch,1,1.0,Boom,30946
COMIC,2012,DECEMBER,70,Supergirl,15,2.99,DC,30814
COMIC,2012,DECEMBER,71,Secret Avengers,35,3.99,Marvel,30755
COMIC,2012,DECEMBER,72,X-Men,39,3.99,Marvel,29326
COMIC,2012,DECEMBER,73,Daredevil End of Days,3,3.99,Marvel,29273
COMIC,2012,DECEMBER,74,Happy,3,2.99,Image,28767
COMIC,2012,DECEMBER,75,Avenging Spider-Man,15,3.99,Marvel,28240
COMIC,2012,DECEMBER,76,Hellboy In Hell,1,2.99,Dark Horse,28096
COMIC,2012,DECEMBER,77,Justice League Dark,15,2.99,DC,27712
COMIC,2012,DECEMBER,78,Ultimate Comics Ultimates,18.1,2.99,Marvel,27659
COMIC,2012,DECEMBER,79,Superboy,15,2.99,DC,27619
COMIC,2012,DECEMBER,80,Ultimate Comics Ultimates,19,3.99,Marvel,26971
COMIC,2012,DECEMBER,81,Scarlet Spider,12,2.99,Marvel,26652
COMIC,2012,DECEMBER,82,Astonishing X-Men,57,3.99,Marvel,26263
COMIC,2012,DECEMBER,83,Scarlet Spider,12.1,2.99,Marvel,25771
COMIC,2012,DECEMBER,84,Legends of the Dark Knight,3,3.99,DC,25710
COMIC,2012,DECEMBER,85,Venom,28,2.99,Marvel,25573
COMIC,2012,DECEMBER,86,Punisher War Zone,2,2.99,Marvel,25471
COMIC,2012,DECEMBER,87,Ultimate Comics X-Men,20,3.99,Marvel,24789
COMIC,2012,DECEMBER,88,Birds of Prey,15,2.99,DC,24026
COMIC,2012,DECEMBER,89,Gambit,7,2.99,Marvel,23978
COMIC,2012,DECEMBER,90,Winter Soldier,13,2.99,Marvel,23951
COMIC,2012,DECEMBER,91,Buffy the Vampire Slayer Season 9 Freefall,16,2.99,Dark Horse,23896
COMIC,2012,DECEMBER,92,Journey Into Mystery,647,2.99,Marvel,22514
COMIC,2012,DECEMBER,93,X-Factor,248,2.99,Marvel,21664
COMIC,2012,DECEMBER,94,Jsa Liberty Files The Whistling Skull,1,2.99,DC,21370
COMIC,2012,DECEMBER,95,X-Factor,249,2.99,Marvel,21211
COMIC,2012,DECEMBER,96,Phantom Stranger,3*,2.99,DC,21040
COMIC,2012,DECEMBER,97,Hellboy In Hell,2,2.99,Dark Horse,21010
COMIC,2012,DECEMBER,98,Red She-Hulk,60,2.99,Marvel,20798
COMIC,2012,DECEMBER,99,Green Arrow,15,2.99,DC,20672
COMIC,2012,DECEMBER,100,Dark Avengers,184,2.99,Marvel,20584
COMIC,2012,DECEMBER,101,Star Trek Tng Doctor Who Assimilation,8,3.99,IDW,20553
COMIC,2012,DECEMBER,102,Adventure Time Fionna & Cake,1,3.99,Boom,20290
COMIC,2012,DECEMBER,103,Captain Marvel,8,2.99,Marvel,19970
COMIC,2012,DECEMBER,104,Marvel Universe Vs Avengers,3,3.99,Marvel,19355
COMIC,2012,DECEMBER,105,Age of Apocalypse,10,2.99,Marvel,19337
COMIC,2012,DECEMBER,106,All Star Western,15,3.99,DC,19190
COMIC,2012,DECEMBER,107,Ultimate Comics Iron Man,3,3.99,Marvel,18992
COMIC,2012,DECEMBER,108,Smallville Season 11,8,3.99,DC,18633
COMIC,2012,DECEMBER,109,Mara,1*,2.99,Image,18164
COMIC,2012,DECEMBER,110,Batman Beyond Unlimited,11,3.99,DC,18089
COMIC,2012,DECEMBER,111,Fatale,11,3.5,Image,18055
COMIC,2012,DECEMBER,112,Batman Arkham Unhinged,9,2.99,DC,17220
COMIC,2012,DECEMBER,113,Manhattan Projects,8,3.5,Image,17028
COMIC,2012,DECEMBER,114,Masks,2,3.99,Dynamic Forces,16923
COMIC,2012,DECEMBER,115,Fairest,10,2.99,DC,16919
COMIC,2012,DECEMBER,116,Shadowman,2,3.99,Valiant,16917
COMIC,2012,DECEMBER,117,Legion of Super Heroes,15,2.99,DC,16912
COMIC,2012,DECEMBER,118,He Man And The Masters of the Universe,5,2.99,DC,16858
COMIC,2012,DECEMBER,119,Teenage Mutant Ninja Turtles,17,3.99,IDW,16703
COMIC,2012,DECEMBER,120,X-Treme X-Men,7.1,2.99,Marvel,16682
COMIC,2012,DECEMBER,121,Adventure Time Marceline Scream Queens,6,3.99,Boom,16624
COMIC,2012,DECEMBER,122,X-Treme X-Men,8,2.99,Marvel,16536
COMIC,2012,DECEMBER,123,Captain America And Black Widow,640,2.99,Marvel,16530
COMIC,2012,DECEMBER,124,Buffy The Vampire Slayer Willow Wonderland,2,2.99,Dark Horse,16401
COMIC,2012,DECEMBER,125,Image Firsts Walking Dead,1,1.0,Image,16253
COMIC,2012,DECEMBER,126,Dial H,7,2.99,DC,16217
COMIC,2012,DECEMBER,127,Ravagers,7,2.99,DC,16177
COMIC,2012,DECEMBER,128,Invincible,98,2.99,Image,16139
COMIC,2012,DECEMBER,129,Fables,124,2.99,DC,16018
COMIC,2012,DECEMBER,130,Arrow,2,3.99,DC,15780
COMIC,2012,DECEMBER,131,Frankenstein Agent of Shade,15,2.99,DC,15705
COMIC,2012,DECEMBER,132,Thief of Thieves,11,2.99,Image,15605
COMIC,2012,DECEMBER,133,Buffy The Vampire Slayer Willow Wonderland,3,2.99,Dark Horse,15584
COMIC,2012,DECEMBER,134,Invincible,99,2.99,Image,15566
COMIC,2012,DECEMBER,135,Star Wars Purge Tyrants Fist,1,3.5,Dark Horse,15546
COMIC,2012,DECEMBER,136,Stormwatch,15,2.99,DC,15437
COMIC,2012,DECEMBER,137,Team 7,3*,2.99,DC,15381
COMIC,2012,DECEMBER,138,Demon Knights,15,2.99,DC,15152
COMIC,2012,DECEMBER,139,Angel & Faith,17,2.99,Dark Horse,15026
COMIC,2012,DECEMBER,140,Vampirella Strikes,1,3.99,Dynamic Forces,14862
COMIC,2012,DECEMBER,141,Batwing,15,2.99,DC,14674
COMIC,2012,DECEMBER,142,Star Wars Dawn of the Jedi Prisoner of Bogan,2,2.99,Dark Horse,14588
COMIC,2012,DECEMBER,143,Archer & Armstrong,5,3.99,Valiant,14544
COMIC,2012,DECEMBER,144,X-O Manowar,8,3.99,Valiant,14462
COMIC,2012,DECEMBER,145,Fury Max,7,3.99,Marvel,14345
COMIC,2012,DECEMBER,146,Legion Lost,15,2.99,DC,14005
COMIC,2012,DECEMBER,147,Judge Dredd,2,3.99,IDW,13995
COMIC,2012,DECEMBER,148,Sword of Sorcery,3*,3.99,DC,13752
COMIC,2012,DECEMBER,149,Savage Hawkman,15,2.99,DC,13564
COMIC,2012,DECEMBER,150,Deathstroke,15,2.99,DC,13528
COMIC,2012,DECEMBER,151,Conan The Barbarian,11,3.5,Dark Horse,13436
COMIC,2012,DECEMBER,152,Star Wars Purge Tyrants Fist,2,3.5,Dark Horse,13429
COMIC,2012,DECEMBER,153,American Vampire,34,2.99,DC,13416
COMIC,2012,DECEMBER,154,Ame Comi Girls,3,3.99,DC,13185
COMIC,2012,DECEMBER,155,I Vampire,15,2.99,DC,12846
COMIC,2012,DECEMBER,156,Harbinger,7,3.99,Valiant,12783
COMIC,2012,DECEMBER,157,DC Universe Presents,15,2.99,DC,12561
COMIC,2012,DECEMBER,158,Bloodshot,6,3.99,Valiant,12508
COMIC,2012,DECEMBER,159,Legend of Luther Strode,1,3.5,Image,12433
COMIC,2012,DECEMBER,160,Fury of Firestorm The Nuclear Men,15,2.99,DC,11997
COMIC,2012,DECEMBER,161,Django Unchained,1,3.99,DC,11795
COMIC,2012,DECEMBER,162,Punk Rock Jesus,6,2.99,DC,11746
COMIC,2012,DECEMBER,163,Blue Beetle,15,2.99,DC,11744
COMIC,2012,DECEMBER,164,Great Pacific,2,2.99,Image,11740
COMIC,2012,DECEMBER,165,Star Wars Lost Tribe of the Sith,5,2.99,Dark Horse,11567
COMIC,2012,DECEMBER,166,Masks,1,3.99,Dynamic Forces,11560
COMIC,2012,DECEMBER,167,Magic The Gathering Path of Vengeance,1,4.99,IDW,11412
COMIC,2012,DECEMBER,168,Star Wars Agent of the Empire Hard Targets,3,2.99,Dark Horse,11391
COMIC,2012,DECEMBER,169,Americas Got Powers,4,2.99,Image,11291
COMIC,2012,DECEMBER,170,Doctor Who Vol. 3,3,3.99,IDW,11277
