PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2015,NOVEMBER,1,Dark Knight III Master Race,1,5.99,DC,440234
COMIC,2015,NOVEMBER,2,Star Wars Vader Down,1,4.99,Marvel,384969
COMIC,2015,NOVEMBER,3,Deadpool,1,4.99,Marvel,180565
COMIC,2015,NOVEMBER,4,Secret Wars,7,3.99,Marvel,177019
COMIC,2015,NOVEMBER,5,Extraordinary X-Men,1,4.99,Marvel,133716
COMIC,2015,NOVEMBER,6,All New All Different Avengers,1,4.99,Marvel,128570
COMIC,2015,NOVEMBER,7,Star Wars,11,3.99,Marvel,126780
COMIC,2015,NOVEMBER,8,Uncanny X-Men,600,5.99,Marvel,126447
COMIC,2015,NOVEMBER,9,Star Wars,12,3.99,Marvel,123133
COMIC,2015,NOVEMBER,10,All New Wolverine,1,4.99,Marvel,119786
COMIC,2015,NOVEMBER,11,Darth Vader,13,3.99,Marvel,113448
COMIC,2015,NOVEMBER,12,Mighty Thor,1,4.99,Marvel,112053
COMIC,2015,NOVEMBER,13,Batman,46,3.99,DC,106989
COMIC,2015,NOVEMBER,14,Amazing Spider-Man,3,3.99,Marvel,93848
COMIC,2015,NOVEMBER,15,Deadpool,2,3.99,Marvel,92008
COMIC,2015,NOVEMBER,16,Darth Vader,12,3.99,Marvel,90077
COMIC,2015,NOVEMBER,17,Batman Europa,1,4.99,DC,80721
COMIC,2015,NOVEMBER,18,Ms. Marvel,1,4.99,Marvel,79222
COMIC,2015,NOVEMBER,19,Carnage,1,3.99,Marvel,69773
COMIC,2015,NOVEMBER,20,All New Hawkeye,1,3.99,Marvel,68933
COMIC,2015,NOVEMBER,21,Walking Dead,148,2.99,Image,65526
COMIC,2015,NOVEMBER,22,Doctor Strange,2,3.99,Marvel,65091
COMIC,2015,NOVEMBER,23,Chewbacca,3,3.99,Marvel,64672
COMIC,2015,NOVEMBER,24,Extraordinary X-Men,2,3.99,Marvel,64595
COMIC,2015,NOVEMBER,25,Spider-Gwen,2,3.99,Marvel,62209
COMIC,2015,NOVEMBER,26,Web Warriors,1,4.99,Marvel,62096
COMIC,2015,NOVEMBER,27,Ultimates,1,3.99,Marvel,61406
COMIC,2015,NOVEMBER,28,Howard The Duck,1,4.99,Marvel,61346
COMIC,2015,NOVEMBER,29,Venom Space Knight,1,3.99,Marvel,59151
COMIC,2015,NOVEMBER,30,Invincible Iron Man,3,3.99,Marvel,59069
COMIC,2015,NOVEMBER,31,Harley Quinn,22,3.99,DC,58344
COMIC,2015,NOVEMBER,32,Chewbacca,4,3.99,Marvel,58051
COMIC,2015,NOVEMBER,33,Silk,1,3.99,Marvel,57140
COMIC,2015,NOVEMBER,34,All New Wolverine,2,3.99,Marvel,55634
COMIC,2015,NOVEMBER,35,Uncanny Avengers,2,3.99,Marvel,55008
COMIC,2015,NOVEMBER,36,Saga,31,2.99,Image,53980
COMIC,2015,NOVEMBER,37,Spider-Woman,1,3.99,Marvel,53885
COMIC,2015,NOVEMBER,38,Justice League of America,5,3.99,DC,52604
COMIC,2015,NOVEMBER,39,Guardians of Galaxy,2,3.99,Marvel,51690
COMIC,2015,NOVEMBER,40,Drax,1,3.99,Marvel,49601
COMIC,2015,NOVEMBER,41,Thors,4,3.99,Marvel,48113
COMIC,2015,NOVEMBER,42,Avengers Vs Infinity,1,5.99,Marvel,47490
COMIC,2015,NOVEMBER,43,Detective Comics,46,3.99,DC,47256
COMIC,2015,NOVEMBER,44,Star-Lord,1,3.99,Marvel,47104
COMIC,2015,NOVEMBER,45,Batman and Robin Eternal,5,2.99,DC,46545
COMIC,2015,NOVEMBER,46,Paper Girls,2,2.99,Image,46274
COMIC,2015,NOVEMBER,47,Nova,1,3.99,Marvel,45536
COMIC,2015,NOVEMBER,48,Batman and Robin Eternal,6,2.99,DC,45081
COMIC,2015,NOVEMBER,49,Hercules,1,3.99,Marvel,44512
COMIC,2015,NOVEMBER,50,Illuminati,1,3.99,Marvel,44163
COMIC,2015,NOVEMBER,51,Batman and Robin Eternal,7,2.99,DC,43825
COMIC,2015,NOVEMBER,52,Kanan,8,3.99,Marvel,42824
COMIC,2015,NOVEMBER,53,Batman and Robin Eternal,8,2.99,DC,42763
COMIC,2015,NOVEMBER,54,Vision,1,3.99,Marvel,42119
COMIC,2015,NOVEMBER,55,Superman,46,3.99,DC,41657
COMIC,2015,NOVEMBER,56,New Avengers,3,3.99,Marvel,41630
COMIC,2015,NOVEMBER,57,Carnage,2,3.99,Marvel,41576
COMIC,2015,NOVEMBER,58,Superman American Alien,1,3.99,DC,41441
COMIC,2015,NOVEMBER,59,Uncanny Inhumans,2,3.99,Marvel,41321
COMIC,2015,NOVEMBER,60,Infinity Gauntlet,5,3.99,Marvel,40464
COMIC,2015,NOVEMBER,61,Black Knight,1,3.99,Marvel,39381
COMIC,2015,NOVEMBER,62,Green Lantern,46,3.99,DC,38976
COMIC,2015,NOVEMBER,63,Moon Girl and Devil Dinosaur,1,3.99,Marvel,38133
COMIC,2015,NOVEMBER,64,Batman Superman,26,3.99,DC,38056
COMIC,2015,NOVEMBER,65,We Stand On Guard,5,2.99,Image,37227
COMIC,2015,NOVEMBER,66,Uncanny Avengers Annual,1,4.99,Marvel,36481
COMIC,2015,NOVEMBER,67,Flash,46,3.99,DC,36153
COMIC,2015,NOVEMBER,68,Robin Son of Batman,6,3.99,DC,35633
COMIC,2015,NOVEMBER,69,James Bond,1,3.99,Dynamite,35632
COMIC,2015,NOVEMBER,70,Action Comics,46,3.99,DC,35569
COMIC,2015,NOVEMBER,71,Huck,1,3.5,Image,35299
COMIC,2015,NOVEMBER,72,Spider-Man 2099,3,3.99,Marvel,34969
COMIC,2015,NOVEMBER,73,Contest of Champions,2,3.99,Marvel,34942
COMIC,2015,NOVEMBER,74,Justice League Darkseid War Flash,1,3.99,DC,34313
COMIC,2015,NOVEMBER,75,Harley Quinn & Power Girl,5,3.99,DC,34127
COMIC,2015,NOVEMBER,76,Fight Club 2,7,3.99,Dark Horse,34105
COMIC,2015,NOVEMBER,77,Wonder Woman,46,3.99,DC,34042
COMIC,2015,NOVEMBER,78,Captain America Sam Wilson,3,3.99,Marvel,33984
COMIC,2015,NOVEMBER,79,Goddamned,1,3.99,Image,33809
COMIC,2015,NOVEMBER,80,Justice League Darkseid War Superman,1,3.99,DC,33584
COMIC,2015,NOVEMBER,81,Justice League Darkseid War Green Lantern,1,3.99,DC,33104
COMIC,2015,NOVEMBER,82,New Suicide Squad,14,2.99,DC,32925
COMIC,2015,NOVEMBER,83,Captain America White,4,3.99,Marvel,32858
COMIC,2015,NOVEMBER,84,Wrath of the Eternal Warrior,1*,3.99,Valiant,32528
COMIC,2015,NOVEMBER,85,Deathstroke,12,2.99,DC,31939
COMIC,2015,NOVEMBER,86,Grayson,14,3.99,DC,31831
COMIC,2015,NOVEMBER,87,I Hate Fairyland,2,3.5,Image,31626
COMIC,2015,NOVEMBER,88,Astonishing Ant-Man,2,3.99,Marvel,31358
COMIC,2015,NOVEMBER,89,Superman Wonder Woman,23,3.99,DC,31315
COMIC,2015,NOVEMBER,90,Justice League Darkseid War Shazam,1,3.99,DC,31087
COMIC,2015,NOVEMBER,91,Spider-Gwen,0,4.99,Marvel,30062
COMIC,2015,NOVEMBER,92,Monstress,1*,4.99,Image,30041
COMIC,2015,NOVEMBER,93,Starfire,6,2.99,DC,27941
COMIC,2015,NOVEMBER,94,Batman Beyond,6,2.99,DC,27778
COMIC,2015,NOVEMBER,95,Dc Comics Bombshells,4,3.99,DC,27239
COMIC,2015,NOVEMBER,96,Teen Titans,13,2.99,DC,26511
COMIC,2015,NOVEMBER,97,Aquaman,46,3.99,DC,25962
COMIC,2015,NOVEMBER,98,Archie,4,3.99,Archie,25824
COMIC,2015,NOVEMBER,99,Back To The Future,2*,3.99,IDW,25751
