PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2013,JUNE,1,Superman Unchained,1,4.99,DC,251456
COMIC,2013,JUNE,2,Batman Superman,1,3.99,DC,143457
COMIC,2013,JUNE,3,Batman,21,3.99,DC,142088
COMIC,2013,JUNE,4,Age of Ultron,10,3.99,Marvel,110947
COMIC,2013,JUNE,5,Age of Ultron,9,3.99,Marvel,94926
COMIC,2013,JUNE,6,Justice League,21,3.99,DC,94054
COMIC,2013,JUNE,7,Superior Spider-Man,11,3.99,Marvel,84219
COMIC,2013,JUNE,8,Superior Spider-Man,12,3.99,Marvel,82338
COMIC,2013,JUNE,9,All New X-Men,12,3.99,Marvel,82178
COMIC,2013,JUNE,10,Kick-Ass 3,1,2.99,Marvel,78035
COMIC,2013,JUNE,11,All New X-Men,13,3.99,Marvel,77656
COMIC,2013,JUNE,12,Guardians of Galaxy,3,3.99,Marvel,75633
COMIC,2013,JUNE,13,Walking Dead,111,2.99,Image,74857
COMIC,2013,JUNE,14,Avengers,14,3.99,Marvel,74846
COMIC,2013,JUNE,15,Uncanny X-Men,7,3.99,Marvel,73719
COMIC,2013,JUNE,16,Age of Ultron,10AI,3.99,Marvel,73616
COMIC,2013,JUNE,17,X-Men,2,3.99,Marvel,73542
COMIC,2013,JUNE,18,Green Lantern,21,2.99,DC,71870
COMIC,2013,JUNE,19,Uncanny Avengers,9,3.99,Marvel,71842
COMIC,2013,JUNE,20,Justice League of America,5,3.99,DC,71793
COMIC,2013,JUNE,21,Guardians of Galaxy,4,3.99,Marvel,71575
COMIC,2013,JUNE,22,Avengers,13,3.99,Marvel,68624
COMIC,2013,JUNE,23,Detective Comics,21,3.99,DC,65200
COMIC,2013,JUNE,24,Batman and Batgirl,21,2.99,DC,60601
COMIC,2013,JUNE,25,New Avengers,7,3.99,Marvel,60138
COMIC,2013,JUNE,26,Savage Wolverine,6,3.99,Marvel,59410
COMIC,2013,JUNE,27,Thanos Rising,3,3.99,Marvel,58825
COMIC,2013,JUNE,28,Deadpool,11,2.99,Marvel,54110
COMIC,2013,JUNE,29,Indestructible Hulk,9,3.99,Marvel,49427
COMIC,2013,JUNE,30,Thor God of Thunder,9,3.99,Marvel,49125
COMIC,2013,JUNE,31,Batman The Dark Knight,21,2.99,DC,48612
COMIC,2013,JUNE,32,Deadpool,12,2.99,Marvel,48315
COMIC,2013,JUNE,33,Jupiters Legacy,2*,2.99,Image,48217
COMIC,2013,JUNE,34,Lazarus,1,2.99,Image,48030
COMIC,2013,JUNE,35,Aquaman,21,2.99,DC,46832
COMIC,2013,JUNE,36,Wolverine,4,3.99,Marvel,46784
COMIC,2013,JUNE,37,Action Comics,21,3.99,DC,46475
COMIC,2013,JUNE,38,Green Lantern Corps,21,2.99,DC,45423
COMIC,2013,JUNE,39,Iron Man,11,3.99,Marvel,44409
COMIC,2013,JUNE,40,Superman,21,2.99,DC,44285
COMIC,2013,JUNE,41,Captain America,8,3.99,Marvel,43791
COMIC,2013,JUNE,42,Wolverine,5,3.99,Marvel,43694
COMIC,2013,JUNE,43,Nightwing,21,2.99,DC,43353
COMIC,2013,JUNE,44,Earth 2,13,2.99,DC,42916
COMIC,2013,JUNE,45,Star Wars,6,2.99,Dark Horse,42806
COMIC,2013,JUNE,46,True Lives of the Fabulous Killjoys,1,3.99,Dark Horse,42613
COMIC,2013,JUNE,47,Uncanny X-Force,6,3.99,Marvel,42496
COMIC,2013,JUNE,48,Green Lantern New Guardians,21,2.99,DC,42290
COMIC,2013,JUNE,49,Wolverine and X-Men,31,3.99,Marvel,41661
COMIC,2013,JUNE,50,Hawkeye,11,2.99,Marvel,40510
COMIC,2013,JUNE,51,Uncanny X-Force,7,3.99,Marvel,40380
COMIC,2013,JUNE,52,Batgirl,21,2.99,DC,40252
COMIC,2013,JUNE,53,Wolverine and X-Men,32,3.99,Marvel,39790
COMIC,2013,JUNE,54,East of West,3*,3.5,Image,39441
COMIC,2013,JUNE,55,Flash,21,2.99,DC,38848
COMIC,2013,JUNE,56,Cable and X-Force,9,3.99,Marvel,38414
COMIC,2013,JUNE,57,Red Lanterns,21,2.99,DC,37312
COMIC,2013,JUNE,58,Fantastic Four,9,2.99,Marvel,37071
COMIC,2013,JUNE,59,Larfleeze,1,2.99,DC,36638
COMIC,2013,JUNE,60,Nova,5,3.99,Marvel,36545
COMIC,2013,JUNE,61,Cable and X-Force,10,3.99,Marvel,36104
COMIC,2013,JUNE,62,Wonder Woman,21,2.99,DC,35999
COMIC,2013,JUNE,63,Daredevil,27,2.99,Marvel,35834
COMIC,2013,JUNE,64,Teen Titans,21,2.99,DC,34710
COMIC,2013,JUNE,65,Ultimate Comics Spider-Man,24,3.99,Marvel,34011
COMIC,2013,JUNE,66,My Little Pony Friendship Is Magic,8,3.99,IDW,33114
COMIC,2013,JUNE,67,Thunderbolts,10,2.99,Marvel,32682
COMIC,2013,JUNE,68,Red Hood and the Outlaws,21,2.99,DC,32416
COMIC,2013,JUNE,69,Secret Avengers,5,3.99,Marvel,31437
COMIC,2013,JUNE,70,Young Avengers,6,2.99,Marvel,30822
COMIC,2013,JUNE,71,Thunderbolts,11,2.99,Marvel,30618
COMIC,2013,JUNE,72,FF,8,2.99,Marvel,30061
COMIC,2013,JUNE,73,Wake,2*,2.99,DC,29306
COMIC,2013,JUNE,74,Ten Grand,2*,2.99,Image,29241
COMIC,2013,JUNE,75,Bubblegun,1,1.0,Aspen,28517
COMIC,2013,JUNE,76,Batwoman,21,2.99,DC,28173
COMIC,2013,JUNE,77,Astro City,1 Cover A,3.99,DC,27700
COMIC,2013,JUNE,78,Avengers Assemble,16,3.99,Marvel,27497
COMIC,2013,JUNE,79,Green Arrow,21,2.99,DC,26924
COMIC,2013,JUNE,80,Avenging Spider-Man,22,3.99,Marvel,26799
COMIC,2013,JUNE,81,Constantine,4,2.99,DC,26417
COMIC,2013,JUNE,82,Daredevil End of Days,8,3.99,Marvel,26239
COMIC,2013,JUNE,83,Injustice Gods Among Us,6,3.99,DC,26011
COMIC,2013,JUNE,84,Supergirl,21,2.99,DC,25856
COMIC,2013,JUNE,85,Worlds Finest,13,2.99,DC,25815
COMIC,2013,JUNE,86,A Plus X,9,3.99,Marvel,25803
COMIC,2013,JUNE,87,Daredevil Dark Nights,1,2.99,Marvel,25736
COMIC,2013,JUNE,88,Catwoman,21,2.99,DC,25611
COMIC,2013,JUNE,89,Avengers Arena,10,2.99,Marvel,25277
COMIC,2013,JUNE,90,My Little Pony Micro Series,5,3.99,IDW,25219
COMIC,2013,JUNE,91,Swamp Thing,21,2.99,DC,25186
COMIC,2013,JUNE,92,Justice League Dark,21,2.99,DC,24663
COMIC,2013,JUNE,93,Avengers Arena,11,2.99,Marvel,24487
COMIC,2013,JUNE,94,X-Files Season 10,1,3.99,IDW,24270
COMIC,2013,JUNE,95,X-Men Legacy,12,2.99,Marvel,23996
COMIC,2013,JUNE,96,Animal Man,21,2.99,DC,23862
COMIC,2013,JUNE,97,Astonishing X-Men,63,3.99,Marvel,23326
COMIC,2013,JUNE,98,Suicide Squad,21,2.99,DC,22907
COMIC,2013,JUNE,99,Scarlet Spider,18,2.99,Marvel,22766
COMIC,2013,JUNE,100,Adventures of Superman,2,3.99,DC,22407
COMIC,2013,JUNE,101,Fatale,15,3.5,Image,22373
COMIC,2013,JUNE,102,Talon,9,2.99,DC,21755
COMIC,2013,JUNE,103,Ultimate Comics Ultimates,25,3.99,Marvel,21636
COMIC,2013,JUNE,104,Venom,36,2.99,Marvel,21288
COMIC,2013,JUNE,105,Btvs Season 9 Freefall,22,2.99,Dark Horse,21194
COMIC,2013,JUNE,106,Superboy,21,2.99,DC,20952
COMIC,2013,JUNE,107,Adventure Time,17,3.99,Boom,20860
COMIC,2013,JUNE,108,Ultimate Comics Ultimates,26,3.99,Marvel,20785
COMIC,2013,JUNE,109,Birds of Prey,21,2.99,DC,20767
COMIC,2013,JUNE,110,X-Factor,257,2.99,Marvel,20264
COMIC,2013,JUNE,111,Fearless Defenders,5,2.99,Marvel,20168
COMIC,2013,JUNE,112,X-Factor,258,2.99,Marvel,20154
COMIC,2013,JUNE,113,Captain Marvel,13,2.99,Marvel,19673
COMIC,2013,JUNE,114,Regular Show,2,3.99,Boom,19507
COMIC,2013,JUNE,115,Ultimate Comics X-Men,28,3.99,Marvel,19421
COMIC,2013,JUNE,116,Ultimate Comics X-Men,27,3.99,Marvel,19298
COMIC,2013,JUNE,117,Batman Lil Gotham,3,2.99,DC,18578
COMIC,2013,JUNE,118,He Man and the Masters of The Universe,3,2.99,DC,18277
COMIC,2013,JUNE,119,Gambit,14,2.99,Marvel,18027
COMIC,2013,JUNE,120,Movement,2,2.99,DC,18001
COMIC,2013,JUNE,121,Sex,4,2.99,Image,17938
COMIC,2013,JUNE,122,Tmnt Ongoing,23,3.99,IDW,17772
COMIC,2013,JUNE,123,Peter Panzerfaust,11,3.5,Image,17683
COMIC,2013,JUNE,124,100 Bullets Brother Lono,1,3.99,DC,17489
COMIC,2013,JUNE,125,Winter Soldier,19,2.99,Marvel,17264
COMIC,2013,JUNE,126,Wolverine Max,8,3.99,Marvel,17247
COMIC,2013,JUNE,127,Trinity of Sin The Phantom Stranger,9,2.99,DC,17241
COMIC,2013,JUNE,128,Masters of The Universe Origin of Hordak,1,2.99,DC,17113
COMIC,2013,JUNE,129,Manhattan Projects,12,3.5,Image,17076
COMIC,2013,JUNE,130,Legends of The Dark Knight,9,3.99,DC,16678
COMIC,2013,JUNE,131,Journey Into Mystery,653,2.99,Marvel,16343
COMIC,2013,JUNE,132,Uber,2,3.99,Avatar,16160
COMIC,2013,JUNE,133,Star Wars Legacy II,4,2.99,Dark Horse,16147
COMIC,2013,JUNE,134,Bounce,2,2.99,Image,16125
COMIC,2013,JUNE,135,Spawn,232,2.99,Image,16077
COMIC,2013,JUNE,136,Extinction Parade,1,3.99,Avatar,16061
COMIC,2013,JUNE,137,American Vampire The Long Road To Hell,1,6.99,DC,16042
COMIC,2013,JUNE,138,All Star Western,21,3.99,DC,15788
COMIC,2013,JUNE,139,Herobear and the Kid Special,1,3.99,Boom,15491
COMIC,2013,JUNE,140,Batman Beyond Unlimited,17,3.99,DC,15464
COMIC,2013,JUNE,141,Fables,130,2.99,DC,15129
