PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2013,JULY,1,Superman Unchained,2,3.99,DC,165754
COMIC,2013,JULY,2,Batman,22,3.99,DC,132047
COMIC,2013,JULY,3,Guardians of Galaxy,5,3.99,Marvel,110372
COMIC,2013,JULY,4,Justice League,22,3.99,DC,110194
COMIC,2013,JULY,5,Batman Annual,2,4.99,DC,101726
COMIC,2013,JULY,6,Batman Superman,2,3.99,DC,92558
COMIC,2013,JULY,7,Justice League of America,6,3.99,DC,86192
COMIC,2013,JULY,8,Superior Spider-Man,13,3.99,Marvel,81678
COMIC,2013,JULY,9,Superior Spider-Man,14,3.99,Marvel,80839
COMIC,2013,JULY,10,Superior Spider-Man Team Up,1,3.99,Marvel,76959
COMIC,2013,JULY,11,All New X-Men,14,3.99,Marvel,74848
COMIC,2013,JULY,12,Walking Dead,112,2.99,Image,72975
COMIC,2013,JULY,13,Avengers,16,3.99,Marvel,72842
COMIC,2013,JULY,14,Hunger,1,3.99,Marvel,70835
COMIC,2013,JULY,15,Uncanny X-Men,8,3.99,Marvel,70274
COMIC,2013,JULY,16,Uncanny Avengers,10,3.99,Marvel,68768
COMIC,2013,JULY,17,Avengers,15,3.99,Marvel,68472
COMIC,2013,JULY,18,Avengers AI,1,2.99,Marvel,68130
COMIC,2013,JULY,19,Uncanny X-Men,9,3.99,Marvel,67338
COMIC,2013,JULY,20,X-Men,3,3.99,Marvel,65270
COMIC,2013,JULY,21,Detective Comics,22,3.99,DC,63949
COMIC,2013,JULY,22,Green Lantern,22,2.99,DC,62415
COMIC,2013,JULY,23,Justice League Dark,22*,3.99,DC,61465
COMIC,2013,JULY,24,Superior Foes of Spider-Man,1,2.99,Marvel,61413
COMIC,2013,JULY,25,New Avengers,8,3.99,Marvel,58044
COMIC,2013,JULY,26,Batman And Catwoman,22,2.99,DC,57808
COMIC,2013,JULY,27,Thanos Rising,4,3.99,Marvel,57460
COMIC,2013,JULY,28,All New Fathom,1,1.0,Aspen,54379
COMIC,2013,JULY,29,Deadpool Kills Deadpool,1,2.99,Marvel,53066
COMIC,2013,JULY,30,Batman Incorporated,12,2.99,DC,52595
COMIC,2013,JULY,31,Detective Comics Annual,2,4.99,DC,52245
COMIC,2013,JULY,32,Batman Incorporated,13,2.99,DC,51558
COMIC,2013,JULY,33,Batman 66,1,3.99,DC,50430
COMIC,2013,JULY,34,Superior Carnage,1,3.99,Marvel,48053
COMIC,2013,JULY,35,Batman The Dark Knight,22,2.99,DC,47096
COMIC,2013,JULY,36,Deadpool,13,2.99,Marvel,47006
COMIC,2013,JULY,37,Thor God of Thunder,10,3.99,Marvel,46204
COMIC,2013,JULY,38,Aquaman,22,2.99,DC,45653
COMIC,2013,JULY,39,Indestructible Hulk,10,3.99,Marvel,45531
COMIC,2013,JULY,40,Indestructible Hulk,11,3.99,Marvel,45241
COMIC,2013,JULY,41,Action Comics,22,3.99,DC,44861
COMIC,2013,JULY,42,East of West,4,3.5,Image,43228
COMIC,2013,JULY,43,Superman,22,2.99,DC,42961
COMIC,2013,JULY,44,Wolverine And X-Men,33,3.99,Marvel,42269
COMIC,2013,JULY,45,Green Lantern Corps,22,2.99,DC,42194
COMIC,2013,JULY,46,Nightwing,22,2.99,DC,42073
COMIC,2013,JULY,47,Earth 2,14,2.99,DC,42022
COMIC,2013,JULY,48,Star Wars,7,2.99,Dark Horse,41611
COMIC,2013,JULY,49,Savage Wolverine,7,3.99,Marvel,40946
COMIC,2013,JULY,50,Hawkeye,12,2.99,Marvel,40837
COMIC,2013,JULY,51,Captain America,9,3.99,Marvel,40796
COMIC,2013,JULY,52,Green Lantern New Guardians,22,2.99,DC,40788
COMIC,2013,JULY,53,Wolverine,6,3.99,Marvel,40593
COMIC,2013,JULY,54,Iron Man,12,3.99,Marvel,40405
COMIC,2013,JULY,55,Iron Man,13,3.99,Marvel,39534
COMIC,2013,JULY,56,Batgirl,22,2.99,DC,39218
