PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2002,JANUARY,*,Batman 10 Cent Adventure,,0.1,DC,702126
COMIC,2002,JANUARY,1,Wolverine: The Origin,6,3.5,Marvel,179251
COMIC,2002,JANUARY,2,Dark Knight Strikes Again,2,7.95,DC,166720
COMIC,2002,JANUARY,3,Ultimates,1,2.25,Marvel,160244
COMIC,2002,JANUARY,4,New X-Men,122,2.25,Marvel,117263
COMIC,2002,JANUARY,5,Moment Of Silence,,3.0,Marvel,111927
COMIC,2002,JANUARY,6,Uncanny X-Men,402,2.25,Marvel,108567
COMIC,2002,JANUARY,7,Ultimate X-Men,14,2.25,Marvel,104858
COMIC,2002,JANUARY,8,Amazing Spider-Man,39,2.25,Marvel,97449
COMIC,2002,JANUARY,9,Ultimate Spider-Man,17,2.25,Marvel,85014
TPB,2002,JANUARY,10,X-Treme X-Men,9,2.99,Marvel,83474
TPB,2002,JANUARY,11,Green Arrow,12,2.5,DC,81553
TPB,2002,JANUARY,12,G.I. Joe,3,2.95,Image,80930
TPB,2002,JANUARY,13,Wolverine,172,2.25,Marvel,76825
TPB,2002,JANUARY,14,JLA,62,2.25,DC,67993
TPB,2002,JANUARY,15,Avengers,50,3.5,Marvel,60119
TPB,2002,JANUARY,16,Punisher,8,2.99,Marvel,58289
TPB,2002,JANUARY,17,Detective Comics,766,2.5,DC,53247
TPB,2002,JANUARY,18,Peter Parker Spider-Man,39,2.25,Marvel,51930
TPB,2002,JANUARY,19,Daredevil,29,2.99,Marvel,51535
TPB,2002,JANUARY,20,Fantastic Four,51,2.25,Marvel,51215
TPB,2002,JANUARY,21,Batman,599,2.25,DC,50673
TPB,2002,JANUARY,22,X-Force,124,2.25,Marvel,49021
TPB,2002,JANUARY,23,Fathom,13 (Res),2.5,Image,48180
TPB,2002,JANUARY,24,Elektra,7,2.99,Marvel,47658
TPB,2002,JANUARY,25,Adventures Of Superman,600,3.95,DC,46898
TPB,2002,JANUARY,26,Spawn,118,2.5,Image,46457
TPB,2002,JANUARY,27,Iron Man,50,3.5,Marvel,46259
TPB,2002,JANUARY,28,Ultimate Marvel Team Up,12,2.25,Marvel,44912
TPB,2002,JANUARY,29,Nightwing,65,2.25,DC,44435
TPB,2002,JANUARY,30,Batgirl,24,2.5,DC,43782
TPB,2002,JANUARY,31,Superman,178,2.25,DC,43528
TPB,2002,JANUARY,32,Batman Gotham Knights,25,2.5,DC,42920
TPB,2002,JANUARY,33,Iceman,4,2.5,Marvel,42920
TPB,2002,JANUARY,34,Exiles,8,2.25,Marvel,42271
TPB,2002,JANUARY,35,JSA,32,2.5,DC,42119
TPB,2002,JANUARY,36,Nightcrawler,3,2.5,Marvel,41329
TPB,2002,JANUARY,37,Fury,5,2.99,Marvel,40386
TPB,2002,JANUARY,38,Incredible Hulk,36,2.25,Marvel,39094
TPB,2002,JANUARY,39,Marvel Mangaverse X-Men,1,2.25,Marvel,38608
TPB,2002,JANUARY,40,Action Comics,787,2.25,DC,38532
TPB,2002,JANUARY,41,Alias,5,2.99,Marvel,38466
TPB,2002,JANUARY,42,Thor,45,2.25,Marvel,37888
TPB,2002,JANUARY,43,Robin,98,2.25,DC,37265
TPB,2002,JANUARY,44,Superman Man Of Steel,122,2.25,DC,37032
TPB,2002,JANUARY,45,Catwoman,3,2.5,DC,35795
TPB,2002,JANUARY,46,Elektra & Wolverine,3,5.95,Marvel,35223
TPB,2002,JANUARY,47,Marvel Mangaverse Spider-Man,1,2.25,Marvel,35020
TPB,2002,JANUARY,48,Birds Of Prey,39,2.5,DC,35010
TPB,2002,JANUARY,49,Green Lantern,146,2.25,DC,34939
TPB,2002,JANUARY,50,Howard The Duck,1,2.99,Marvel,33698
TPB,2002,JANUARY,51,Cable,101,2.25,Marvel,33687
TPB,2002,JANUARY,52,Batman Legends of the Dark Knight,151,2.25,DC,32816
TPB,2002,JANUARY,53,Tomb Raider,19,2.5,Image,32481
TPB,2002,JANUARY,54,Thunderbolts,60,2.25,Marvel,32106
TPB,2002,JANUARY,55,Captain America Heart Of Darkness,1,2.99,Marvel,32086
TPB,2002,JANUARY,56,Avengers Celestial Quest,5,2.5,Marvel,31960
TPB,2002,JANUARY,57,Marvel Mangaverse New Dawn,1,3.5,Marvel,31255
TPB,2002,JANUARY,58,Spider-Man Tangled Web,10,2.99,Marvel,31184
TPB,2002,JANUARY,59,Wonder Woman,178,2.25,DC,31093
TPB,2002,JANUARY,60,Just Imagine Stan Lee Secret Files,1,4.95,DC,30571
TPB,2002,JANUARY,61,Marvel Mangaverse Eternal Twilight,1,3.5,Marvel,30561
TPB,2002,JANUARY,62,Marvel Mangaverse Avengers,1,2.25,Marvel,30556
TPB,2002,JANUARY,63,Marvel Knights Double Shot,4,2.99,Marvel,30525
TPB,2002,JANUARY,64,Marvel Mangaverse Fantastic Four,1,2.25,Marvel,30520
TPB,2002,JANUARY,65,Witchblade,53 (Res),2.5,Image,30074
TPB,2002,JANUARY,66,Deadpool Funeral For A Freak,2,2.25,Marvel,29689
TPB,2002,JANUARY,67,Brotherhood,9,2.25,Marvel,29208
TPB,2002,JANUARY,68,Powers,18,2.95,Image,28858
TPB,2002,JANUARY,69,Flash,182,2.25,DC,28534
TPB,2002,JANUARY,70,Doom Emperor Returns,3,2.5,Marvel,28412
TPB,2002,JANUARY,71,Out There,8,2.5,DC,27997
TPB,2002,JANUARY,72,Marvel Mangaverse Punisher,1,2.25,Marvel,27855
TPB,2002,JANUARY,73,Power Company Josiah Power,,2.5,DC,27820
TPB,2002,JANUARY,74,Power Company Sapphire,,2.5,DC,27693
TPB,2002,JANUARY,75,Power Company Manhunter,,2.5,DC,27384
TPB,2002,JANUARY,76,Power Company Skyrocket,,2.5,DC,27293
TPB,2002,JANUARY,77,Power Company Bork,,2.5,DC,27247
TPB,2002,JANUARY,78,Power Company Witchfire,,2.5,DC,27100
TPB,2002,JANUARY,79,Young Justice,41,2.5,DC,26715
TPB,2002,JANUARY,80,Power Company Striker Z,,2.5,DC,26553
TPB,2002,JANUARY,81,Titans,37,2.5,DC,26396
TPB,2002,JANUARY,82,Legion,4,2.5,DC,26208
TPB,2002,JANUARY,83,Marvel Mangaverse Ghost Rider,1,2.25,Marvel,25929
TPB,2002,JANUARY,84,X-Men Evolution,3,2.25,Marvel,25590
TPB,2002,JANUARY,85,Harley Quinn,16,2.25,DC,25443
TPB,2002,JANUARY,86,Haven Broken City,2,2.5,DC,25012
TPB,2002,JANUARY,87,Spider-Girl,43,2.25,Marvel,24769
TPB,2002,JANUARY,88,Spider-Girl,42,2.25,Marvel,24713
TPB,2002,JANUARY,89,Inferno Hellbound,2,2.5,Image,24369
TPB,2002,JANUARY,90,Warlands Age Of Ice,0,2.5,Image,24343
TPB,2002,JANUARY,91,Captain Marvel,27,2.5,Marvel,23604
TPB,2002,JANUARY,92,Tom Strongs Terrific Tales,2,2.95,DC,23517
TPB,2002,JANUARY,93,I Love New York,,2.95,Linsner,23477
TPB,2002,JANUARY,94,Deadman,2,2.5,DC,23031
TPB,2002,JANUARY,95,Doom Patrol,4,2.5,DC,22813
TPB,2002,JANUARY,96,Sojourn,7,2.95,Crossgen,22767
TPB,2002,JANUARY,97,Spectre,13,2.5,DC,22691
TPB,2002,JANUARY,98,Captain Marvel,28,2.5,Marvel,22129
TPB,2002,JANUARY,99,Star Wars Starfighter Crossbones,1,2.99,Dark Horse,21906
TPB,2002,JANUARY,100,Supergirl,66,2.25,DC,21749
TPB,2002,JANUARY,101,Star Wars,38,2.99,Dark Horse,21653
TPB,2002,JANUARY,102,Justice League Adventures,3,1.99,DC,21627
TPB,2002,JANUARY,103,Nightside,4,2.99,Marvel,21262
TPB,2002,JANUARY,104,Ruse,4,2.95,Crossgen,20969
TPB,2002,JANUARY,105,Batman Nightwing Bloodborne,,5.95,DC,20913
TPB,2002,JANUARY,106,Black Panther,40,2.5,Marvel,20188
TPB,2002,JANUARY,107,Darkminds Macropolis,1,2.95,Image,19778
TPB,2002,JANUARY,108,Suicide Squad,5,2.5,DC,19529
TPB,2002,JANUARY,109,Hellblazer,170,2.5,DC,19494
TPB,2002,JANUARY,110,Bloodstone,4,2.99,Marvel,18810
TPB,2002,JANUARY,111,Liberty Meadows Wedding Album,,2.95,Insight,18511
TPB,2002,JANUARY,112,Mike Mignolas BPRD Hollow Earth,1,2.99,Dark Horse,18480
TPB,2002,JANUARY,113,Transmetropolitan,52,2.5,DC,18450
TPB,2002,JANUARY,114,Gen 13,73,2.5,DC,18035
TPB,2002,JANUARY,115,100 Bullets,32,2.5,DC,18014
TPB,2002,JANUARY,116,Superboy,96,2.25,DC,18009
TPB,2002,JANUARY,117,Scion,20,2.95,Crossgen,17999
TPB,2002,JANUARY,118,Negation,2,2.95,Crossgen,17685
TPB,2002,JANUARY,119,Saurians Unnatural Selection,1,2.95,Crossgen,17573
TPB,2002,JANUARY,120,Crux,10,2.95,Crossgen,16899
TPB,2002,JANUARY,121,Buffy the Vampire Slayer,41,2.99,Dark Horse,16438
TPB,2002,JANUARY,122,Ninja Boy,6,2.95,DC,16352
TPB,2002,JANUARY,123,Mystic,20,2.95,Crossgen,16185
TPB,2002,JANUARY,124,Establishment,5,2.5,DC,16079
TPB,2002,JANUARY,125,Buffy the Vampire Slayer Haunted,2,2.99,Dark Horse,15911
TPB,2002,JANUARY,126,First,15,2.95,Crossgen,15851
TPB,2002,JANUARY,127,Kindred,1,2.5,DC,15785
TPB,2002,JANUARY,128,Monarchy,10,2.5,DC,15693
TPB,2002,JANUARY,129,Sandman Presents Thessaliad,1,2.5,DC,15623
TPB,2002,JANUARY,130,Felon,3,2.95,Image,15562
TPB,2002,JANUARY,131,Sigil,20,2.95,Crossgen,15232
TPB,2002,JANUARY,132,Lady Death Last Rites,4,2.99,Chaos,15222
TPB,2002,JANUARY,133,Meridian,20,2.95,Crossgen,15111
