PUBLICATION_FORMAT,YEAR,MONTH,SALES_RANK,TITLE,ISSUE,PRICE,PUBLISHER,EST_SALES
COMIC,2015,FEBRUARY,1,Orphan Black†,1*,3.99,IDW,497002
COMIC,2015,FEBRUARY,2,Darth Vader,1,4.99,Marvel,264399
COMIC,2015,FEBRUARY,3,Spider-Gwen,1,3.99,Marvel,254074
COMIC,2015,FEBRUARY,4,Star Wars,2,3.99,Marvel,162042
COMIC,2015,FEBRUARY,5,Batman,39,3.99,DC,118106
COMIC,2015,FEBRUARY,6,Amazing Spider-Man,14,3.99,Marvel,106778
COMIC,2015,FEBRUARY,7,Darth Vader,2,3.99,Marvel,100010
COMIC,2015,FEBRUARY,8,Amazing Spider-Man,15,3.99,Marvel,99660
COMIC,2015,FEBRUARY,9,Silk,1,3.99,Marvel,74501
COMIC,2015,FEBRUARY,10,Justice League,39,3.99,DC,72904
COMIC,2015,FEBRUARY,11,Thor,5,3.99,Marvel,69513
COMIC,2015,FEBRUARY,12,Harley Quinn Valentines Day Special,1,4.99,DC,68611
COMIC,2015,FEBRUARY,13,Walking Dead,137,2.99,Image,65620
COMIC,2015,FEBRUARY,14,"Guardians of the Galaxy and X-Men Black VortexAlpha",1,4.99,Marvel,60412
COMIC,2015,FEBRUARY,15,Spawn,250,5.99,Image,60357
COMIC,2015,FEBRUARY,16,Guardians of Galaxy,24,3.99,Marvel,60046
COMIC,2015,FEBRUARY,17,Thor Annual,1,4.99,Marvel,58664
COMIC,2015,FEBRUARY,18,All New X-Men,38,3.99,Marvel,58037
COMIC,2015,FEBRUARY,19,Saga,25,2.99,Image,55972
COMIC,2015,FEBRUARY,20,Detective Comics,39,3.99,DC,54698
COMIC,2015,FEBRUARY,21,Batman And Robin,39,2.99,DC,53669
COMIC,2015,FEBRUARY,22,Uncanny Avengers,2,3.99,Marvel,51339
COMIC,2015,FEBRUARY,23,Multiversity Mastermen,1,4.99,DC,50091
COMIC,2015,FEBRUARY,24,All New X-Men,36,3.99,Marvel,49464
COMIC,2015,FEBRUARY,25,Superman,38,4.99,DC,48987
COMIC,2015,FEBRUARY,26,Avengers,41,3.99,Marvel,48437
COMIC,2015,FEBRUARY,27,Uncanny X-Men,31,3.99,Marvel,46993
COMIC,2015,FEBRUARY,28,Deadpool,42,3.99,Marvel,46104
